region_id;country_id;title_ru;title_ua;title_be;title_en;title_es;title_pt;title_de;title_fr;title_it;title_pl;title_ja;title_lt;title_lv;title_cz
"4431261";"209";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon";"Région Languedoc-Roussillon"
"4413754";"209";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes";"Région Poitou-Charentes"
"4607138";"212";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija";"Karlovačka Županija"
"4607140";"212";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija";"Krapinsko-Zagorska Županija"
"4607141";"212";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija";"Ličko-Senjska Županija"
"4607142";"212";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija";"Međimurska Županija"
"4607145";"212";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija";"Primorsko-Goranska Županija"
"4607147";"212";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija";"Sisačko-Moslavačka Županija"
"4607149";"212";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija";"Varaždinska Županija"
"4607154";"212";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija";"Virovitičko-Podravska Županija"
"4607150";"212";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija";"Vukovarsko-Srijemska Županija"
"4607151";"212";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija";"Zadarska Županija"
"4607152";"212";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija";"Zagrebačka Županija"
"5325998";"210";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane";"Région Guyane"
"4243371";"217";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais";"Canton du Valais"
"4126298";"213";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye";"Préfecture de la Lobaye"
"4607134";"212";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija";"Bjelovarsko-Bilogorska Županija"
"4607136";"212";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija";"Dubrovačko-Neretvanska Županija"
"4607139";"212";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija";"Koprivničko-Križevačka Županija"
"4607143";"212";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija";"Osječko-Baranjska Županija"
"5466409";"230";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja";"Opština Pljevlja"
"4607144";"212";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija";"Požeško-Slavonska Županija"
"4607146";"212";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija";"Šibensko-Kninska Županija"
"3120129";"213";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou";"Préfecture du Mbomou"
"4218311";"213";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui";"Commune de Bangui"
"4125910";"213";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham";"Préfecture de l' Ouham"
"3121219";"213";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran";"Préfecture de la Bamingui-Bangoran"
"4607148";"212";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija";"Splitsko-Dalmatinska Županija"
"3121120";"213";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto";"Préfecture de la Basse-Kotto"
"3120562";"213";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto";"Préfecture de la Haute-Kotto"
"4126495";"213";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo";"Préfecture de la Kémo"
"3119921";"213";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka";"Préfecture de la Ouaka"
"3119625";"213";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga";"Préfecture de la Vakaga"
"4660522";"228";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann";"Parish of Saint Ann"
"4126065";"213";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré";"Préfecture de la Nana-Mambéré"
"4125780";"213";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré";"Préfecture de la Sangha-Mbaéré"
"3120561";"213";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou";"Préfecture du Haut-Mbomou"
"3121724";"214";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat";"Préfecture du Salamat"
"4158868";"214";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha";"Préfecture du Batha"
"4125942";"213";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko";"Préfecture de l' Ombella-Mpoko"
"4243385";"217";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri";"Kanton Uri"
"4125909";"213";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé";"Préfecture de l' Ouham-Pendé"
"4126611";"213";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï";"Préfecture de la Mambéré-Kadéï"
